28-Mar-18,JSKY,325,PT Sky Energy Indonesia Tbk.,Miscellaneous Industry
12-Nov-07,JSMR,326,Jasa Marga Tbk,"Infrastructure, Utilities, and Transportation"
12-Jan-98,JSPT,327,Jakarta Setiabudi Internasional Tbk,"Trade, Service, and Investment"
16-Apr-02,JTPE,328,Jasuindo Tiga Perkasa Tbk,"Trade, Service, and Investment"
4-Jul-01,KAEF,329,Kimia Farma (Persero) Tbk,Consumer Goods industry
20-Dec-08,KARW,330,ICTSI JASA PRIMA Tbk,"Infrastructure, Utilities, and Transportation"
4-Jul-19,KAYU,331,PT Darmi Bersaudara Tbk.,"Trade, Service, and Investment"
6-Jul-92,KBLI,332,KMI Wire and Cable Tbk,Miscellaneous Industry
1-Jun-92,KBLM,333,Kabelindo Murni Tbk,Miscellaneous Industry
25-Feb-00,KBLV,334,First Media Tbk,"Trade, Service, and Investment"
11-Jul-08,KBRI,335,Kertas Basuki Rachmat Indonesia Tbk,Basic Industry and Chemicals
29-Jul-96,KDSI,336,Kedawung Setia Industrial Tbk,Basic Industry and Chemicals
2-Sep-19,KEEN,337,PT Kencana Energi Lestari Tbk.,"Infrastructure, Utilities, and Transportation"
25-Nov-19,KEJU,338,PT Mulia Boga Raya Tbk,Consumer Goods industry
8-Dec-94,KIAS,339,Keramika Indonesia Assosiasi Tbk,Basic Industry and Chemicals
28-Oct-93,KICI,340,Kedaung Indah Can Tbk,Consumer Goods industry
10-Jan-95,KIJA,341,Kawasan Industri Jababeka Tbk,"Property, Real Estate, and Building Construction"
11-Dec-15,KINO,342,PT Kino Indonesia Tbk,Consumer Goods industry
5-Oct-17,KIOS,343,PT Kioson Komersial Indonesia Tbk.,"Trade, Service, and Investment"
1-Jul-19,KJEN,344,PT Krida Jaringan Nusantara Tbk.,"Infrastructure, Utilities, and Transportation"
1-Jul-91,KKGI,345,Resource Alam Indonesia Tbk,Mining
30-Jul-91,KLBF,346,Kalbe Farma Tbk,Consumer Goods industry
19-Jun-17,KMTR,347,PT Kirana Megatara Tbk.,Basic Industry and Chemicals
5-Jul-12,KOBX,348,Kobexindo Tractors Tbk,"Trade, Service, and Investment"
9-Apr-08,KOIN,349,Kokoh Inti Arebama Tbk,"Trade, Service, and Investment"
22-Aug-95,KONI,350,Perdana Bangun Pusaka Tbk,"Trade, Service, and Investment"
4-May-15,KOPI,351,PT Mitra Energi Persada Tbk,"Infrastructure, Utilities, and Transportation"
9-Jul-19,KOTA,352,PT DMS Propertindo Tbk.,"Property, Real Estate, and Building Construction"
8-Jun-18,KPAL,353,PT Steadfast Marine Tbk,Miscellaneous Industry
5-Oct-18,KPAS,354,PT Cottonindo Ariesta Tbk.,Consumer Goods industry
30-Mar-00,KPIG,355,MNC Land Tbk,"Trade, Service, and Investment"
8-Nov-13,KRAH,356,PT Grand Kartech Tbk,Miscellaneous Industry
10-Nov-10,KRAS,357,Krakatau Steel (Persero) Tbk,Basic Industry and Chemicals
28-Jun-02,KREN,358,PT Kresna Graha Investama Tbk.,"Trade, Service, and Investment"
23-Aug-18,LAND,359,PT Trimitra Propertindo Tbk.,"Property, Real Estate, and Building Construction"
17-Jul-01,LAPD,360,Leyand International Tbk,"Infrastructure, Utilities, and Transportation"
13-Jul-07,LCGP,361,PT Eureka Prima Jakarta Tbk.,"Property, Real Estate, and Building Construction"
16-Jan-18,LCKM,362,PT LCK Global Kedaton Tbk,"Infrastructure, Utilities, and Transportation"
11-Dec-13,LEAD,363,PT Logindo Samudramakmur Tbk.,"Infrastructure, Utilities, and Transportation"
9-Jul-19,LIFE,364,PT Asuransi Jiwa Sinarmas MSIG Tbk.,Finance
2-Jun-14,LINK,365,PT Link Net Tbk.,"Trade, Service, and Investment"
20-Aug-93,LION,366,Lion Metal Works Tbk,Basic Industry and Chemicals
28-Dec-01,LMAS,367,Limas Indonesia Makmur Tbk,"Trade, Service, and Investment"
17-Oct-94,LMPI,368,Langgeng Makmur Industri Tbk,Consumer Goods industry
4-Jun-90,LMSH,369,Lionmesh Prima Tbk,Basic Industry and Chemicals
24-Jul-97,LPCK,370,Lippo Cikarang Tbk,"Property, Real Estate, and Building Construction"
22-Jul-97,LPGI,371,Lippo General Insurance Tbk,Finance
5-Feb-90,LPIN,372,Multi Prima Sejahtera Tbk,Miscellaneous Industry
28-Jun-96,LPKR,373,Lippo Karawaci Tbk,"Property, Real Estate, and Building Construction"
23-Oct-89,LPLI,374,Star Pacific Tbk,"Trade, Service, and Investment"
10-Oct-89,LPPF,375,Matahari Department Store Tbk,"Trade, Service, and Investment"
28-Mar-94,LPPS,376,Lippo Securities Tbk,Finance
15-Apr-14,LRNA,377,PT Eka Sari Lorena Transport Tbk.,"Infrastructure, Utilities, and Transportation"
5-Jul-96,LSIP,378,PP London Sumatra Indonesia Tbk,Agriculture
21-Jul-97,LTLS,379,PT Lautan Luas Tbk,"Trade, Service, and Investment"
28-Nov-18,LUCK,380,PT Sentral Mitra Informatika Tbk.,"Trade, Service, and Investment"
22-Jun-17,MABA,381,PT Marga Abhinaya Abadi Tbk,"Property, Real Estate, and Building Construction"
16-Jan-13,MAGP,382,Multi Agro Gemilang Plantation Tbk,Agriculture
10-Feb-06,MAIN,383,Malindo Feedmill Tbk,Basic Industry and Chemicals
9-Feb-94,MAMI,384,Mas Murni Indonesia Tbk,"Trade, Service, and Investment"
5-Jul-18,MAPA,385,PT MAP Aktif Adiperkasa Tbk.,"Trade, Service, and Investment"
21-Jun-17,MAPB,386,PT MAP Boga Adiperkasa Tbk.,"Trade, Service, and Investment"
10-Nov-04,MAPI,387,Mitra Adiperkasa Tbk,"Trade, Service, and Investment"
11-Feb-16,MARI,388,PT Mahaka Radio Integra Tbk.,"Trade, Service, and Investment"
12-Jul-17,MARK,389,PT Mark Dynamics Indonesia Tbk.,Basic Industry and Chemicals
9-Jun-05,MASA,390,Multistrada Arah Sarana Tbk,Miscellaneous Industry
29-Aug-97,MAYA,391,PT Bank Mayapada Internasional Tbk,Finance
10-Jul-14,MBAP,392,PT Mitrabara Adiperdana Tbk,Mining
6-Apr-11,MBSS,393,Mitrabahtera Segara Sejati Tbk,"Infrastructure, Utilities, and Transportation"
13-Jan-11,MBTO,394,Martina Berto Tbk,Consumer Goods industry
1-Nov-17,MCAS,395,PT M Cash Integrasi Tbk,"Trade, Service, and Investment"
3-Jul-07,MCOR,396,PT Bank China Construction Bank Indonesia Tbk,Finance
11-Apr-14,MDIA,397,PT Intermedia Capital Tbk.,"Trade, Service, and Investment"
19-Jun-15,MDKA,398,PT Merdeka Copper Gold Tbk.,Mining
25-Sep-17,MDKI,399,PT Emdeki Utama Tbk,Basic Industry and Chemicals
18-Jan-93,MDLN,400,Modernland Realty Ltd Tbk,"Property, Real Estate, and Building Construction"
16-Jul-91,MDRN,401,Modern Internasional Tbk,"Trade, Service, and Investment"
12-Oct-94,MEDC,402,PT Medco Energi Internasional Tbk,Mining
17-Apr-00,MEGA,403,Bank Mega Tbk,Finance
23-Jul-81,MERK,404,Merck Tbk,Consumer Goods industry
18-Jul-01,META,405,Nusantara Infrastructure Tbk,"Infrastructure, Utilities, and Transportation"
6-Sep-05,MFIN,406,PT Mandala Multifinance Tbk.,Finance
29-Dec-10,MFMI,407,Multifiling Mitra Indonesia Tbk,"Trade, Service, and Investment"
7-Jul-14,MGNA,408,PT Magna Investama Mandiri Tbk,Consumer Goods industry
12-Jul-18,MGRO,409,PT Mahkota Group Tbk.,Agriculture
2-Nov-05,MICE,410,Multi Indocitra Tbk,"Trade, Service, and Investment"
30-Nov-10,MIDI,411,Midi Utama Indonesia Tbk,"Trade, Service, and Investment"
24-Mar-15,MIKA,412,PT Mitra Keluarga Karyasehat Tbk.,"Trade, Service, and Investment"
28-Apr-17,MINA,413,PT Sanurhasta Mitra Tbk.,"Trade, Service, and Investment"
30-Jan-97,MIRA,414,Mitra International Resources Tbk,"Infrastructure, Utilities, and Transportation"
16-Jul-97,MITI,415,Mitra Investindo Tbk,Mining
26-Oct-15,MKNT,416,PT Mitra Komunikasi Nusantara Tbk.,"Trade, Service, and Investment"
10-Jul-09,MKPI,417,Metropolitan Kentjana Tbk,"Property, Real Estate, and Building Construction"
17-Jan-94,MLBI,418,Multi Bintang Indonesia Tbk,Consumer Goods industry
17-Jan-94,MLIA,419,Mulia Industrindo Tbk,Basic Industry and Chemicals
6-Nov-89,MLPL,420,Multipolar Tbk,"Trade, Service, and Investment"
8-Jul-13,MLPT,421,PT Multipolar Technology Tbk.,"Trade, Service, and Investment"
12-Jun-15,MMLP,422,PT Mega Manunggal Property Tbk.,"Property, Real Estate, and Building Construction"
22-Jun-07,MNCN,423,Media Nusantara Citra Tbk,"Trade, Service, and Investment"
30-Aug-18,MOLI,424,PT Madusari Murni Indah Tbk.,Basic Industry and Chemicals
29-May-13,MPMX,425,PT Mitra Pinasthika Mustika Tbk.,"Trade, Service, and Investment"
5-Jul-17,MPOW,426,PT Megapower Makmur Tbk.,"Infrastructure, Utilities, and Transportation"
21-Dec-92,MPPA,427,Matahari Putra Prima Tbk,"Trade, Service, and Investment"
9-Oct-18,MPRO,428,PT Maha Properti Indonesia Tbk.,"Property, Real Estate, and Building Construction"
27-Jul-95,MRAT,429,Mustika Ratu Tbk,Consumer Goods industry
4-Sep-89,MREI,430,Maskapai Reasuransi Indonesia Tbk,Finance
8-Jun-18,MSIN,431,PT MNC Studios International Tbk.,"Trade, Service, and Investment"
9-Jul-12,MSKY,432,MNC Sky Vision Tbk,"Trade, Service, and Investment"
9-Apr-90,MTDL,433,Metrodata Electronics Tbk,"Trade, Service, and Investment"
16-Apr-90,MTFN,434,Capitalinc Investment Tbk,Mining
20-Jun-11,MTLA,435,Metropolitan Land Tbk,"Property, Real Estate, and Building Construction"
10-Apr-19,MTPS,436,PT Meta Epsi Tbk.,"Infrastructure, Utilities, and Transportation"
10-Feb-16,MTRA,437,PT Mitra Pemuda Tbk.,"Property, Real Estate, and Building Construction"
8-Jan-92,MTSM,438,Metro Realty Tbk,"Property, Real Estate, and Building Construction"
11-Oct-17,MTWI,439,PT Malacca Trust Wuwungan Insurance Tbk.,Finance
27-Jul-00,MYOH,440,Samindo Resources Tbk,Mining
4-Jul-90,MYOR,441,Mayora Indah Tbk,Consumer Goods industry
31-Oct-90,MYRX,442,Hanson International Tbk,"Property, Real Estate, and Building Construction"
10-Oct-89,MYTX,443,PT Asia Pacific Investama Tbk.,Miscellaneous Industry
9-Jul-13,NAGA,444,PT Bank Mitraniaga Tbk.,Finance
7-Aug-17,NASA,445,PT Ayana Land International Tbk,"Trade, Service, and Investment"
18-Jan-19,NATO,446,PT Nusantara Properti Internasional Tbk,"Trade, Service, and Investment"
11-Oct-12,NELY,447,Pelayaran Nelly Dwi Putri Tbk,"Infrastructure, Utilities, and Transportation"
12-Jul-18,NFCX,448,PT NFC Indonesia Tbk,"Trade, Service, and Investment"
2-May-18,NICK,449,PT Charnic Capital Tbk.,"Trade, Service, and Investment"
14-Dec-09,NIKL,450,Pelat Timah Nusantara Tbk,Basic Industry and Chemicals
24-Jul-91,NIPS,451,Nipress Tbk,Miscellaneous Industry
13-Sep-12,NIRO,452,City Retail Developments Tbk,"Property, Real Estate, and Building Construction"
20-Oct-94,NISP,453,PT Bank OCBC NISP Tbk,Finance
20-May-13,NOBU,454,PT Bank Nationalnobu Tbk.,Finance
27-Jun-13,NRCA,455,PT Nusa Raya Cipta Tbk.,"Property, Real Estate, and Building Construction"
12-Jul-18,NUSA,456,PT Sinergi Megah Internusa Tbk,"Trade, Service, and Investment"
25-Sep-19,NZIA,457,"PT Nusantara Almazia, Tbk.","Property, Real Estate, and Building Construction"
18-Jul-16,OASA,458,PT Protech Mitra Perkasa Tbk,"Infrastructure, Utilities, and Transportation"
10-Nov-03,OCAP,459,ONIX CAPITAL Tbk,"Trade, Service, and Investment"
29-Mar-06,OKAS,460,Ancora Indonesia Resources Tbk,"Trade, Service, and Investment"
22-Aug-94,OMRE,461,Indonesia Prima Property Tbk,"Property, Real Estate, and Building Construction"
23-Sep-19,OPMS,462,PT Optima Prima Metal Sinergi Tbk.,"Trade, Service, and Investment"
9-Jan-12,PADI,463,Minna Padi Investama Sekuritas Tbk,Finance
8-Oct-12,PALM,464,Provident Agro Tbk,Agriculture
5-Jul-19,PAMG,465,PT Bima Sakti Pertiwi Tbk,"Property, Real Estate, and Building Construction"
18-Sep-18,PANI,466,PT Pratama Abadi Nusa Industri Tbk.,Consumer Goods industry
1-Jan-50,PANR,467,Panorama Sentrawisata Tbk,"Trade, Service, and Investment"
31-Dec-00,PANS,468,Panin Sekuritas Tbk,Finance
13-Dec-17,PBID,469,PT Panca Budi Idaman Tbk,Basic Industry and Chemicals
16-Aug-90,PBRX,470,Pan Brothers Tbk,Miscellaneous Industry
28-Sep-16,PBSA,471,PT Paramita Bangun Sarana Tbk,"Property, Real Estate, and Building Construction"
29-Dec-17,PCAR,472,PT Prima Cakrawala Abadi Tbk,Consumer Goods industry
8-Jul-08,PDES,473,Destinasi Tirta Nusantara Tbk,"Trade, Service, and Investment"
24-Jun-05,PEGE,474,PT Panca Global Kapital Tbk.,"Trade, Service, and Investment"
1-Jan-11,PEHA,475,PT Phapros Tbk,Consumer Goods industry
15-Dec-03,PGAS,476,PT Perusahaan Gas Negara Tbk.,"Infrastructure, Utilities, and Transportation"
5-Apr-00,PGLI,477,Pembangunan Graha Lestari Tbk,"Trade, Service, and Investment"
23-Sep-96,PICO,478,Pelangi Indah Canindo Tbk,Basic Industry and Chemicals
2-Jul-04,PJAA,479,Pembangunan Jaya Ancol Tbk,"Trade, Service, and Investment"
11-Jul-07,PKPK,480,Perdana Karya Perkasa Tbk,Mining
16-Mar-01,PLAS,481,Polaris Investama Tbk,"Trade, Service, and Investment"
15-Jun-92,PLIN,482,Plaza Indonesia Realty Tbk,"Property, Real Estate, and Building Construction"
29-Dec-82,PNBN,483,Bank Pan Indonesia Tbk,Finance
15-Jan-14,PNBS,484,PT Bank Panin Dubai Syariah Tbk.,Finance
20-Sep-83,PNIN,485,Paninvest Tbk,Finance
14-Jun-93,PNLF,486,Panin Financial Tbk,Finance
1-May-90,PNSE,487,Pudjiadi & Sons Tbk,"Trade, Service, and Investment"
16-Nov-18,POLA,488,PT Pool Advista Finance Tbk.,Finance
10-Jan-19,POLI,489,PT Pollux Investasi Internasional Tbk.,"Property, Real Estate, and Building Construction"
11-Jul-18,POLL,490,PT Pollux Properti Indonesia Tbk.,"Property, Real Estate, and Building Construction"
26-Jun-19,POLU,491,PT Golden Flower Tbk.,Miscellaneous Industry
12-Mar-91,POLY,492,Asia Pacific Fibers Tbk,Miscellaneous Industry
20-May-91,POOL,493,Pool Advista Indonesia Tbk,"Trade, Service, and Investment"
16-Mar-17,PORT,494,PT Nusantara Pelabuhan Handal Tbk.,"Infrastructure, Utilities, and Transportation"
10-May-19,POSA,495,PT Bliss Properti Indonesia Tbk.,"Property, Real Estate, and Building Construction"
14-Jun-16,POWR,496,PT Cikarang Listrindo Tbk.,"Infrastructure, Utilities, and Transportation"
24-Nov-17,PPRE,497,PT PP Presisi Tbk.,"Infrastructure, Utilities, and Transportation"
19-May-15,PPRO,498,PT PP Properti Tbk.,"Property, Real Estate, and Building Construction"
12-Jul-90,PRAS,499,Prima Alloy Steel Universal Tbk,Miscellaneous Industry
7-Dec-16,PRDA,500,PT Prodia Widyahusada Tbk.,"Trade, Service, and Investment"
15-May-18,PRIM,501,PT Royal Prima Tbk.,"Trade, Service, and Investment"
22-Apr-03,PSAB,502,J RESOURCES ASIA PASIFIK Tbk,Mining
18-Oct-94,PSDN,503,Prasidha Aneka Niaga Tbk,Consumer Goods industry
25-Nov-19,PSGO,504,PT Palma Serasih Tbk.,Consumer Goods industry
19-Sep-95,PSKT,505,PT Red Planet Indonesia Tbk,"Trade, Service, and Investment"
5-Dec-17,PSSI,506,PT Pelita Samudera Shipping Tbk,"Infrastructure, Utilities, and Transportation"
23-Dec-02,PTBA,507,Bukit Asam Tbk,Mining
12-Jul-11,PTIS,508,Indo Straits Tbk,"Infrastructure, Utilities, and Transportation"
9-Feb-10,PTPP,509,PP (Persero) Tbk,"Property, Real Estate, and Building Construction"
21-May-90,PTRO,510,Petrosea Tbk,Mining
8-Nov-07,PTSN,511,Sat Nusapersada Tbk,Miscellaneous Industry
30-May-94,PTSP,512,Pioneerindo Gourmet International Tbk,"Trade, Service, and Investment"
18-Nov-94,PUDP,513,Pudjiadi Prestige Tbk,"Trade, Service, and Investment"
9-Oct-19,PURE,514,PT Trinitan Metals and Minerals Tbk,Basic Industry and Chemicals
9-Oct-89,PWON,515,Pakuwon Jati Tbk,"Property, Real Estate, and Building Construction"
16-Oct-01,PYFA,516,Pyridam Farma Tbk,Consumer Goods industry
23-May-18,PZZA,517,PT Sarimelati Kencana Tbk.,"Trade, Service, and Investment"
19-Apr-06,RAJA,518,Rukun Raharja Tbk,"Infrastructure, Utilities, and Transportation"
24-Jul-96,RALS,519,Ramayana Lestari Sentosa Tbk,"Trade, Service, and Investment"
7-Jun-12,RANC,520,Supra Boga Lestari Tbk,"Trade, Service, and Investment"
19-Dec-97,RBMS,521,Ristia Bintang Mahkotasejati Tbk,"Property, Real Estate, and Building Construction"
14-May-90,RDTX,522,Roda Vivatex Tbk,"Property, Real Estate, and Building Construction"
13-Jul-05,RELI,523,Reliance Sekuritas Indonesia Tbk,Finance
22-Jan-98,RICY,524,Ricky Putra Globalindo Tbk,Miscellaneous Industry
26-Mar-90,RIGS,525,Rig Tenders Tbk,"Infrastructure, Utilities, and Transportation"
10-Nov-00,RIMO,526,PT Rimo International Lestari Tbk.,"Property, Real Estate, and Building Construction"
9-Jul-18,RISE,527,PT Jaya Sukses Makmur Sentosa Tbk.,"Property, Real Estate, and Building Construction"
5-Mar-90,RMBA,528,Bentoel International Investama Tbk,Consumer Goods industry
22-Oct-01,RODA,529,Pikko Land Development Tbk,"Property, Real Estate, and Building Construction"
28-Jun-10,ROTI,530,Nippon Indosari Corpindo Tbk,Consumer Goods industry
12-Jul-06,RUIS,531,Radiant Utama Interinsco Tbk,Mining
15-Aug-94,SAFE,532,Steady Safe Tbk,"Infrastructure, Utilities, and Transportation"
11-Jan-13,SAME,533,Sarana Meditama Metropolitan Tbk,"Trade, Service, and Investment"
3-Oct-18,SAPX,534,PT Satria Antaran Prima Tbk.,"Infrastructure, Utilities, and Transportation"
5-Nov-18,SATU,535,PT Kota Satu Properti Tbk.,"Property, Real Estate, and Building Construction"
31-Dec-99,SCBD,536,Danayasa Arthatama Tbk,"Property, Real Estate, and Building Construction"
20-Jul-82,SCCO,537,Supreme Cable Manufacturing Corporation Tbk,Miscellaneous Industry
16-Jul-02,SCMA,538,Surya Citra Media Tbk,"Trade, Service, and Investment"
8-Jun-90,SCPI,539,Merck Sharp Dohme Pharma Tbk,Consumer Goods industry
12-Jul-11,SDMU,540,Sidomulyo Selaras Tbk,"Infrastructure, Utilities, and Transportation"
7-May-90,SDPC,541,Millennium Pharmacon International Tbk,"Trade, Service, and Investment"
15-Dec-06,SDRA,542,PT Bank Woori Saudara Indonesia 1906 Tbk,Finance
19-Jun-19,SFAN,543,PT Surya Fajar Capital Tbk,"Trade, Service, and Investment"
18-Jun-07,SGRO,544,Sampoerna Agro Tbk,Agriculture
8-May-90,SHID,545,Hotel Sahid Jaya Tbk,"Trade, Service, and Investment"
16-Jun-16,SHIP,546,PT Sillo Maritime Perdana Tbk,"Infrastructure, Utilities, and Transportation"
18-Dec-13,SIDO,547,PT Industri Jamu Dan Farmasi Sido Muncul Tbk,Consumer Goods industry
12-Sep-13,SILO,548,PT Siloam International Hospitals Tbk.,"Trade, Service, and Investment"
3-Jun-94,SIMA,549,Siwani Makmur Tbk,"Trade, Service, and Investment"
9-Jun-11,SIMP,550,Salim Ivomas Pratama Tbk,Agriculture
8-Nov-19,SINI,551,PT Singaraja Putra Tbk.,Basic Industry and Chemicals
27-Dec-96,SIPD,552,Sierad Produce Tbk,Basic Industry and Chemicals
5-Jan-93,SKBM,553,Sekar Bumi Tbk,Consumer Goods industry
8-Sep-93,SKLT,554,Sekar Laut Tbk,Consumer Goods industry
11-Oct-18,SKRN,555,PT Superkrane Mitra Utama Tbk,"Property, Real Estate, and Building Construction"
7-Jul-10,SKYB,556,PT Northcliff Citranusa Indonesia Tbk.,"Trade, Service, and Investment"
7-Oct-19,SLIS,557,PT Gaya Abadi Sempurna Tbk,Miscellaneous Industry
20-Nov-92,SMAR,558,SMART Tbk,Agriculture
28-Jun-13,SMBR,559,PT Semen Baturaja (Persero) Tbk,Basic Industry and Chemicals
10-Aug-77,SMCB,560,PT Solusi Bangun Indonesia Tbk,Basic Industry and Chemicals
12-Oct-95,SMDM,561,Suryamas Dutamakmur Tbk,"Property, Real Estate, and Building Construction"
5-Dec-99,SMDR,562,Samudera Indonesia Tbk,"Infrastructure, Utilities, and Transportation"
8-Jul-91,SMGR,563,Semen Indonesia (Persero) Tbk,Basic Industry and Chemicals
11-Jul-19,SMKL,564,PT Satyamitra Kemas Lestari Tbk,Basic Industry and Chemicals
5-Jul-95,SMMA,565,Sinar Mas Multiartha Tbk,Finance
1-Dec-07,SMMT,566,GOLDEN EAGLE ENERGY Tbk,Mining
7-May-90,SMRA,567,PT Summarecon Agung Tbk,"Property, Real Estate, and Building Construction"
10-Oct-11,SMRU,568,SMR Utama Tbk,Mining
9-Sep-96,SMSM,569,Selamat Sempurna Tbk,Miscellaneous Industry
3-Dec-14,SOCI,570,PT Soechi Lines Tbk.,"Infrastructure, Utilities, and Transportation"
12-Jul-92,SONA,571,Sona Topas Tourism Industry Tbk,"Trade, Service, and Investment"
6-Nov-18,SOSS,572,PT Shield On Service Tbk.,"Trade, Service, and Investment"
10-Dec-18,SOTS,573,PT Satria Mega Kencana Tbk.,"Trade, Service, and Investment"
16-Nov-94,SPMA,574,Suparma Tbk,Basic Industry and Chemicals
14-May-18,SPTO,575,PT Surya Pertiwi Tbk,"Trade, Service, and Investment"
15-Jul-04,SQMI,576,Wilton Makmur Indonesia Tbk,"Trade, Service, and Investment"
11-Apr-11,SRAJ,577,Sejahteraraya Anugrahjaya Tbk,"Trade, Service, and Investment"
17-Jun-13,SRIL,578,PT Sri Rejeki Isman Tbk,Miscellaneous Industry
11-Jan-93,SRSN,579,Indo Acidatama Tbk,Basic Industry and Chemicals
26-Jun-13,SRTG,580,PT Saratoga Investama Sedaya Tbk.,"Trade, Service, and Investment"
27-Mar-97,SSIA,581,Surya Semesta Internusa Tbk,"Property, Real Estate, and Building Construction"
12-Dec-13,SSMS,582,PT Sawit Sumbermas Sarana Tbk.,Agriculture
20-Aug-97,SSTM,583,Sunson Textile Manufacturer Tbk,Miscellaneous Industry
13-Jul-11,STAR,584,PT Buana Artha Anugerah Tbk.,Miscellaneous Industry
16-Dec-96,STTP,585,Siantar Top Tbk,Consumer Goods industry
19-Jun-02,SUGI,586,Sugih Energy Tbk,"Trade, Service, and Investment"
21-Mar-94,SULI,587,PT SLJ Global Tbk,Basic Industry and Chemicals
11-Oct-11,SUPR,588,Solusi Tunas Pratama Tbk,"Infrastructure, Utilities, and Transportation"
5-Oct-18,SURE,589,PT Super Energy Tbk.,Mining
8-Jun-18,SWAT,590,PT Sriwahana Adityakarta Tbk.,Basic Industry and Chemicals
17-Jan-14,TALF,591,PT Tunas Alfin Tbk,Basic Industry and Chemicals
10-May-17,TAMU,592,PT Pelayaran Tamarin Samudra Tbk.,"Infrastructure, Utilities, and Transportation"
11-Jul-14,TARA,593,PT Sitara Propertindo Tbk,"Property, Real Estate, and Building Construction"
2-Nov-12,TAXI,594,Express Transindo Utama Tbk,"Infrastructure, Utilities, and Transportation"
26-Oct-10,TBIG,595,PT Tower Bersama Infrastructure Tbk,"Infrastructure, Utilities, and Transportation"
14-Feb-00,TBLA,596,Tunas Baru Lampung Tbk,Consumer Goods industry
30-Sep-93,TBMS,597,Tembaga Mulia Semanan Tbk,Basic Industry and Chemicals
30-Sep-93,TCID,598,Mandom Indonesia Tbk,Consumer Goods industry
6-Jul-18,TCPI,599,PT Transcoal Pacific Tbk.,"Infrastructure, Utilities, and Transportation"
9-Apr-18,TDPM,600,PT Tridomain Performance Materials Tbk.,Basic Industry and Chemicals
18-Nov-19,TEBE,601,PT Dana Brata Luhur Tbk.,"Infrastructure, Utilities, and Transportation"
12-Jan-12,TELE,602,PT Tiphone Mobile Indonesia Tbk.,"Trade, Service, and Investment"
17-Sep-19,TFAS,603,PT Telefast Indonesia Tbk.,"Trade, Service, and Investment"
26-Feb-80,TFCO,604,Tifico Fiber Indonesia Tbk,Miscellaneous Industry
11-Jun-90,TGKA,605,Tigaraksa Satria Tbk,"Trade, Service, and Investment"
16-May-17,TGRA,606,PT Terregra Asia Energy,"Infrastructure, Utilities, and Transportation"
8-Jul-11,TIFA,607,Tifa Finance Tbk,Finance
19-Oct-95,TINS,608,PT Timah Tbk.,Mining
27-Jul-93,TIRA,609,Tira Austenite Tbk,"Trade, Service, and Investment"
13-Dec-99,TIRT,610,Tirta Mahakam Resources Tbk,Basic Industry and Chemicals
3-Apr-90,TKIM,611,Pabrik Kertas Tjiwi Kimia Tbk,Basic Industry and Chemicals
14-Nov-95,TLKM,612,PT Telekomunikasi Indonesia (Persero) Tbk.,"Infrastructure, Utilities, and Transportation"
9-Jul-03,TMAS,613,PT Temas Tbk.,"Infrastructure, Utilities, and Transportation"
8-Jan-01,TMPO,614,Tempo Inti Media Tbk,"Trade, Service, and Investment"
28-Jun-18,TNCA,615,PT Trimuda Nuansa Citra Tbk.,"Infrastructure, Utilities, and Transportation"
6-Jul-12,TOBA,616,Toba Bara Sejahtra Tbk,Mining
16-Jun-17,TOPS,617,PT Totalindo Eka Persada Tbk.,"Property, Real Estate, and Building Construction"
25-Jul-06,TOTL,618,Total Bangun Persada Tbk,"Property, Real Estate, and Building Construction"
30-Oct-90,TOTO,619,Surya Toto Indonesia Tbk,Basic Industry and Chemicals
8-Mar-10,TOWR,620,Sarana Menara Nusantara Tbk,"Infrastructure, Utilities, and Transportation"
24-Jun-96,TPIA,621,PT Chandra Asri Petrochemical Tbk,Basic Industry and Chemicals
20-Feb-13,TPMA,622,Trans Power Marine Tbk,"Infrastructure, Utilities, and Transportation"
10-Sep-08,TRAM,623,Trada Alam Minera Tbk.,Mining
28-Jan-08,TRIL,624,Triwira Insanlestari Tbk,"Trade, Service, and Investment"
31-Jan-00,TRIM,625,PT Trimegah Sekuritas Indonesia Tbk,Finance
14-Apr-09,TRIO,626,Trikomsel Oke Tbk,"Trade, Service, and Investment"
28-Jun-12,TRIS,627,Trisula International Tbk,Miscellaneous Industry
2-Jul-90,TRST,628,Trias Sentosa Tbk,Basic Industry and Chemicals
23-May-18,TRUK,629,PT Guna Timur Raya Tbk.,"Infrastructure, Utilities, and Transportation"
28-Nov-02,TRUS,630,Trust Finance Indonesia Tbk,Finance
17-Jun-94,TSPC,631,Tempo Scan Pacific Tbk,Consumer Goods industry
28-May-18,TUGU,632,PT Asuransi Tugu Pratama Indonesia Tbk,Finance
6-May-95,TURI,633,Tunas Ridean Tbk,"Trade, Service, and Investment"
2-Jul-90,ULTJ,634,Ultra Jaya Milk Industry Tbk,Consumer Goods industry
6-Nov-89,UNIC,635,Unggul Indah Cahaya Tbk,Basic Industry and Chemicals
18-Apr-02,UNIT,636,Nusantara Inti Corpora Tbk,Miscellaneous Industry
6-Mar-90,UNSP,637,Bakrie Sumatera Plantations Tbk,Agriculture
19-Sep-89,UNTR,638,United Tractors Tbk,"Trade, Service, and Investment"
11-Jan-82,UNVR,639,Unilever Indonesia Tbk,Consumer Goods industry
10-Dec-18,URBN,640,PT Urban Jakarta Propertindo Tbk.,"Property, Real Estate, and Building Construction"
